states,dates,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2
AN,2020-03-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AN,2020-03-27,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
AN,2020-03-28,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
AN,2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
AN,2020-03-30,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
AN,2020-04-09,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0
AN,2020-04-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0
AN,2020-04-17,1.0,0.0,0.0,1403.0,0.0,0.0,1.0,0.0,1.0,1403.0,0.0,0.0,12.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-18,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1403.0,0.0,0.0,14.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-19,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1403.0,0.0,0.0,15.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1403.0,0.0,0.0,16.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-21,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1403.0,0.0,0.0,17.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-22,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1403.0,0.0,0.0,18.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-23,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1403.0,0.0,0.0,22.0,0.0,11.0,1403.0,0.0,0.0
AN,2020-04-24,7.0,0.0,0.0,1276.0,0.0,0.0,17.0,0.0,0.0,1276.0,0.0,0.0,29.0,0.0,11.0,2679.0,0.0,0.0
AN,2020-04-25,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1276.0,0.0,0.0,33.0,0.0,11.0,2679.0,0.0,0.0
AN,2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1276.0,0.0,0.0,33.0,0.0,11.0,2679.0,0.0,0.0
AN,2020-04-27,0.0,0.0,0.0,169.0,0.0,0.0,17.0,0.0,0.0,1445.0,0.0,0.0,33.0,0.0,11.0,2848.0,0.0,0.0
AN,2020-04-28,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,4.0,1445.0,0.0,0.0,33.0,0.0,15.0,2848.0,0.0,0.0
AN,2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,1445.0,0.0,0.0,33.0,0.0,15.0,2848.0,0.0,0.0
AN,2020-04-30,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,5.0,1445.0,0.0,0.0,33.0,0.0,16.0,2848.0,0.0,0.0
AN,2020-05-01,0.0,0.0,0.0,906.0,0.0,0.0,4.0,0.0,5.0,1075.0,0.0,0.0,33.0,0.0,16.0,3754.0,0.0,0.0
AN,2020-05-02,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,1075.0,0.0,0.0,33.0,0.0,26.0,3754.0,0.0,0.0
AN,2020-05-03,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,1075.0,0.0,0.0,33.0,0.0,32.0,3754.0,0.0,0.0
AN,2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,906.0,0.0,0.0,33.0,0.0,32.0,3754.0,0.0,0.0
AN,2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,906.0,0.0,0.0,33.0,0.0,32.0,3754.0,0.0,0.0
AN,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,906.0,0.0,0.0,33.0,0.0,32.0,3754.0,0.0,0.0
AN,2020-05-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,906.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,3754.0,0.0,0.0
AN,2020-05-16,0.0,0.0,0.0,2923.0,0.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,33.0,0.0,33.0,6677.0,0.0,0.0
AN,2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,33.0,0.0,33.0,6677.0,0.0,0.0
AN,2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,33.0,0.0,33.0,6677.0,0.0,0.0
AN,2020-05-19,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,3211.0,0.0,0.0,33.0,0.0,33.0,6965.0,0.0,0.0
AN,2020-05-20,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,3328.0,0.0,0.0,33.0,0.0,33.0,7082.0,0.0,0.0
AN,2020-05-21,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,3413.0,0.0,0.0,33.0,0.0,33.0,7167.0,0.0,0.0
AN,2020-05-22,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,3509.0,0.0,0.0,33.0,0.0,33.0,7263.0,0.0,0.0
AN,2020-05-23,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,33.0,0.0,33.0,7327.0,0.0,0.0
AN,2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,33.0,0.0,33.0,7327.0,0.0,0.0
AN,2020-05-25,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,0.0,33.0,0.0,33.0,7363.0,0.0,0.0
AN,2020-05-26,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,33.0,0.0,33.0,7448.0,0.0,0.0
AN,2020-05-27,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,33.0,0.0,33.0,7499.0,0.0,0.0
AN,2020-05-28,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,33.0,0.0,33.0,7519.0,0.0,0.0
AN,2020-05-29,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,33.0,0.0,33.0,7567.0,0.0,0.0
AN,2020-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,33.0,0.0,33.0,7567.0,0.0,0.0
AN,2020-05-31,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,33.0,0.0,33.0,7706.0,0.0,0.0
AN,2020-06-01,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,33.0,0.0,33.0,7805.0,0.0,0.0
AN,2020-06-02,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,33.0,0.0,33.0,8086.0,0.0,0.0
AN,2020-06-03,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,0.0,33.0,0.0,33.0,8295.0,0.0,0.0
AN,2020-06-04,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,894.0,0.0,0.0,33.0,0.0,33.0,8413.0,0.0,0.0
AN,2020-06-05,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,33.0,0.0,33.0,8694.0,0.0,0.0
AN,2020-06-06,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,33.0,0.0,33.0,9037.0,0.0,0.0
AN,2020-06-07,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,33.0,0.0,33.0,9242.0,0.0,0.0
AN,2020-06-08,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,33.0,0.0,33.0,9341.0,0.0,0.0
AN,2020-06-09,1.0,0.0,0.0,518.0,0.0,0.0,1.0,0.0,0.0,1773.0,0.0,0.0,34.0,0.0,33.0,9859.0,0.0,0.0
AN,2020-06-10,1.0,0.0,0.0,151.0,0.0,0.0,2.0,0.0,0.0,1715.0,0.0,0.0,35.0,0.0,33.0,10010.0,0.0,0.0
AN,2020-06-11,3.0,0.0,0.0,216.0,0.0,0.0,5.0,0.0,0.0,1813.0,0.0,0.0,38.0,0.0,33.0,10226.0,0.0,0.0
AN,2020-06-12,0.0,0.0,0.0,471.0,0.0,0.0,5.0,0.0,0.0,2003.0,0.0,0.0,38.0,0.0,33.0,10697.0,0.0,0.0
AN,2020-06-13,0.0,0.0,0.0,258.0,0.0,0.0,5.0,0.0,0.0,1918.0,0.0,0.0,38.0,0.0,33.0,10955.0,0.0,0.0
AN,2020-06-14,2.0,0.0,0.0,401.0,0.0,0.0,7.0,0.0,0.0,2114.0,0.0,0.0,40.0,0.0,33.0,11356.0,0.0,0.0
AN,2020-06-15,1.0,0.0,0.0,162.0,0.0,0.0,8.0,0.0,0.0,2177.0,0.0,0.0,41.0,0.0,33.0,11518.0,0.0,0.0
AN,2020-06-16,3.0,0.0,0.0,291.0,0.0,0.0,10.0,0.0,0.0,1950.0,0.0,0.0,44.0,0.0,33.0,11809.0,0.0,0.0
AN,2020-06-17,0.0,0.0,0.0,430.0,0.0,0.0,9.0,0.0,0.0,2229.0,0.0,0.0,44.0,0.0,33.0,12239.0,0.0,0.0
AN,2020-06-18,1.0,0.0,2.0,383.0,0.0,0.0,7.0,0.0,2.0,2396.0,0.0,0.0,45.0,0.0,35.0,12622.0,0.0,0.0
AN,2020-06-19,2.0,0.0,0.0,308.0,0.0,0.0,9.0,0.0,2.0,2233.0,0.0,0.0,47.0,0.0,35.0,12930.0,0.0,0.0
AN,2020-06-20,0.0,0.0,0.0,390.0,0.0,0.0,9.0,0.0,2.0,2365.0,0.0,0.0,47.0,0.0,35.0,13320.0,0.0,0.0
AN,2020-06-21,1.0,0.0,2.0,114.0,0.0,0.0,8.0,0.0,4.0,2078.0,0.0,0.0,48.0,0.0,37.0,13434.0,0.0,0.0
AN,2020-06-22,0.0,0.0,0.0,77.0,0.0,0.0,7.0,0.0,4.0,1993.0,0.0,0.0,48.0,0.0,37.0,13511.0,0.0,0.0
AN,2020-06-23,2.0,0.0,3.0,212.0,0.0,0.0,6.0,0.0,7.0,1914.0,0.0,0.0,50.0,0.0,40.0,13723.0,0.0,0.0
AN,2020-06-24,6.0,0.0,1.0,271.0,0.0,0.0,12.0,0.0,8.0,1755.0,0.0,0.0,56.0,0.0,41.0,13994.0,0.0,0.0
AN,2020-06-25,2.0,0.0,0.0,283.0,0.0,0.0,13.0,0.0,6.0,1655.0,0.0,0.0,58.0,0.0,41.0,14277.0,0.0,0.0
AN,2020-06-26,14.0,0.0,2.0,306.0,0.0,0.0,25.0,0.0,8.0,1653.0,0.0,0.0,72.0,0.0,43.0,14583.0,0.0,0.0
AN,2020-06-27,0.0,0.0,0.0,268.0,0.0,0.0,25.0,0.0,8.0,1531.0,0.0,0.0,72.0,0.0,43.0,14851.0,0.0,0.0
AN,2020-06-28,11.0,0.0,2.0,243.0,0.0,0.0,35.0,0.0,8.0,1660.0,0.0,0.0,83.0,0.0,45.0,15094.0,0.0,0.0
AN,2020-06-29,7.0,0.0,0.0,316.0,0.0,0.0,42.0,0.0,8.0,1899.0,0.0,0.0,90.0,0.0,45.0,15410.0,0.0,0.0
AN,2020-06-30,7.0,0.0,0.0,299.0,0.0,0.0,47.0,0.0,5.0,1986.0,0.0,0.0,97.0,0.0,45.0,15709.0,0.0,0.0
AN,2020-07-01,3.0,0.0,5.0,273.0,0.0,0.0,44.0,0.0,9.0,1988.0,0.0,0.0,100.0,0.0,50.0,15982.0,0.0,0.0
AN,2020-07-02,9.0,0.0,1.0,296.0,0.0,0.0,51.0,0.0,10.0,2001.0,0.0,0.0,109.0,0.0,51.0,16278.0,0.0,0.0
AN,2020-07-03,7.0,0.0,3.0,348.0,0.0,0.0,44.0,0.0,11.0,2043.0,0.0,0.0,116.0,0.0,54.0,16626.0,0.0,0.0
AN,2020-07-04,3.0,0.0,12.0,206.0,0.0,0.0,47.0,0.0,23.0,1981.0,0.0,0.0,119.0,0.0,66.0,16832.0,0.0,0.0
AN,2020-07-05,6.0,0.0,6.0,77.0,0.0,0.0,42.0,0.0,27.0,1815.0,0.0,0.0,125.0,0.0,72.0,16909.0,0.0,0.0
AN,2020-07-06,16.0,0.0,2.0,186.0,0.0,0.0,51.0,0.0,29.0,1685.0,0.0,0.0,141.0,0.0,74.0,17095.0,0.0,0.0
AN,2020-07-07,6.0,0.0,0.0,286.0,0.0,0.0,50.0,0.0,29.0,1672.0,0.0,0.0,147.0,0.0,74.0,17381.0,0.0,0.0
AN,2020-07-08,2.0,0.0,0.0,262.0,0.0,0.0,49.0,0.0,24.0,1661.0,0.0,0.0,149.0,0.0,74.0,17643.0,0.0,0.0
AN,2020-07-09,7.0,0.0,9.0,209.0,0.0,0.0,47.0,0.0,32.0,1574.0,0.0,0.0,156.0,0.0,83.0,17852.0,0.0,0.0
AN,2020-07-10,0.0,0.0,9.0,194.0,0.0,0.0,40.0,0.0,38.0,1420.0,0.0,0.0,156.0,0.0,92.0,18046.0,0.0,0.0
AN,2020-07-11,0.0,0.0,0.0,269.0,0.0,0.0,37.0,0.0,26.0,1483.0,0.0,0.0,156.0,0.0,92.0,18315.0,0.0,0.0
AN,2020-07-12,7.0,0.0,8.0,132.0,0.0,0.0,38.0,0.0,28.0,1538.0,0.0,0.0,163.0,0.0,100.0,18447.0,0.0,0.0
AN,2020-07-13,3.0,0.0,9.0,162.0,0.0,0.0,25.0,0.0,35.0,1514.0,0.0,0.0,166.0,0.0,109.0,18609.0,0.0,0.0
AN,2020-07-14,5.0,0.0,20.0,275.0,0.0,0.0,24.0,0.0,55.0,1503.0,0.0,0.0,171.0,0.0,129.0,18884.0,0.0,0.0
AN,2020-07-15,5.0,0.0,1.0,177.0,0.0,0.0,27.0,0.0,56.0,1418.0,0.0,0.0,176.0,0.0,130.0,19061.0,0.0,0.0
AN,2020-07-16,4.0,0.0,3.0,166.0,0.0,0.0,24.0,0.0,50.0,1375.0,0.0,0.0,180.0,0.0,133.0,19227.0,0.0,0.0
AN,2020-07-17,4.0,0.0,9.0,194.0,0.0,0.0,28.0,0.0,50.0,1375.0,0.0,0.0,184.0,0.0,142.0,19421.0,0.0,0.0
AN,2020-07-18,4.0,0.0,3.0,250.0,0.0,0.0,32.0,0.0,53.0,1356.0,0.0,0.0,188.0,0.0,145.0,19671.0,0.0,0.0
AN,2020-07-19,15.0,0.0,0.0,233.0,0.0,0.0,40.0,0.0,45.0,1457.0,0.0,0.0,203.0,0.0,145.0,19904.0,0.0,0.0
AN,2020-07-20,4.0,0.0,6.0,397.0,0.0,0.0,41.0,0.0,42.0,1692.0,0.0,0.0,207.0,0.0,151.0,20301.0,0.0,0.0
AN,2020-07-21,5.0,0.0,8.0,341.0,0.0,0.0,41.0,0.0,30.0,1758.0,0.0,0.0,212.0,0.0,159.0,20642.0,0.0,0.0
AN,2020-07-22,9.0,0.0,4.0,401.0,0.0,0.0,45.0,0.0,33.0,1982.0,0.0,0.0,221.0,0.0,163.0,21043.0,0.0,0.0
AN,2020-07-23,19.0,0.0,7.0,267.0,0.0,0.0,60.0,0.0,37.0,2083.0,0.0,0.0,240.0,0.0,170.0,21310.0,0.0,0.0
AN,2020-07-24,19.0,0.0,4.0,433.0,0.0,0.0,75.0,0.0,32.0,2322.0,0.0,0.0,259.0,0.0,174.0,21743.0,0.0,0.0
AN,2020-07-25,31.0,0.0,2.0,222.0,0.0,0.0,102.0,0.0,31.0,2294.0,0.0,0.0,290.0,0.0,176.0,21965.0,0.0,0.0
AN,2020-07-26,28.0,0.0,4.0,84.0,0.0,0.0,115.0,0.0,35.0,2145.0,0.0,0.0,318.0,0.0,180.0,22049.0,0.0,0.0
AN,2020-07-27,20.0,1.0,12.0,499.0,0.0,0.0,131.0,1.0,41.0,2247.0,0.0,0.0,338.0,1.0,192.0,22548.0,0.0,0.0
AN,2020-07-28,25.0,0.0,4.0,377.0,0.0,0.0,151.0,1.0,37.0,2283.0,0.0,0.0,363.0,1.0,196.0,22925.0,0.0,0.0
AN,2020-07-29,65.0,1.0,5.0,292.0,0.0,0.0,207.0,2.0,38.0,2174.0,0.0,0.0,428.0,2.0,201.0,23217.0,0.0,0.0
AN,2020-07-30,42.0,1.0,0.0,398.0,0.0,0.0,230.0,3.0,31.0,2305.0,0.0,0.0,470.0,3.0,201.0,23615.0,0.0,0.0
AN,2020-07-31,78.0,2.0,13.0,423.0,0.0,0.0,289.0,5.0,40.0,2295.0,0.0,0.0,548.0,5.0,214.0,24038.0,0.0,0.0
AN,2020-08-01,88.0,2.0,12.0,270.0,0.0,0.0,346.0,7.0,50.0,2343.0,0.0,0.0,636.0,7.0,226.0,24308.0,0.0,0.0
AN,2020-08-02,98.0,1.0,16.0,272.0,0.0,0.0,416.0,8.0,62.0,2531.0,0.0,0.0,734.0,8.0,242.0,24580.0,0.0,0.0
AN,2020-08-03,96.0,2.0,21.0,454.0,0.0,0.0,492.0,9.0,71.0,2486.0,0.0,0.0,830.0,10.0,263.0,25034.0,0.0,0.0
AN,2020-08-04,98.0,2.0,14.0,458.0,0.0,0.0,565.0,11.0,81.0,2567.0,0.0,0.0,928.0,12.0,277.0,25492.0,0.0,0.0
AN,2020-08-05,99.0,2.0,49.0,334.0,0.0,0.0,599.0,12.0,125.0,2609.0,0.0,0.0,1027.0,14.0,326.0,25826.0,0.0,0.0
AN,2020-08-06,96.0,2.0,29.0,690.0,0.0,0.0,653.0,13.0,154.0,2901.0,0.0,0.0,1123.0,16.0,355.0,26516.0,0.0,0.0
AN,2020-08-07,99.0,3.0,70.0,399.0,0.0,0.0,674.0,14.0,211.0,2877.0,0.0,0.0,1222.0,19.0,425.0,26915.0,0.0,0.0
AN,2020-08-08,129.0,1.0,75.0,158.0,0.0,0.0,715.0,13.0,274.0,2765.0,0.0,0.0,1351.0,20.0,500.0,27073.0,0.0,0.0
AN,2020-08-09,139.0,0.0,148.0,30.0,0.0,0.0,756.0,12.0,406.0,2523.0,0.0,0.0,1490.0,20.0,648.0,27103.0,0.0,0.0
AN,2020-08-10,135.0,0.0,61.0,243.0,0.0,0.0,795.0,10.0,446.0,2312.0,0.0,0.0,1625.0,20.0,709.0,27346.0,0.0,0.0
AN,2020-08-11,139.0,1.0,40.0,109.0,0.0,0.0,836.0,9.0,472.0,1963.0,0.0,0.0,1764.0,21.0,749.0,27455.0,0.0,0.0
AN,2020-08-12,136.0,0.0,80.0,289.0,0.0,0.0,873.0,7.0,503.0,1918.0,0.0,0.0,1900.0,21.0,829.0,27744.0,0.0,0.0
AN,2020-08-13,137.0,1.0,95.0,229.0,0.0,0.0,914.0,6.0,569.0,1457.0,0.0,0.0,2037.0,22.0,924.0,27973.0,0.0,0.0
AN,2020-08-14,149.0,2.0,108.0,156.0,0.0,0.0,964.0,5.0,607.0,1214.0,0.0,0.0,2186.0,24.0,1032.0,28129.0,0.0,0.0
AN,2020-08-15,120.0,0.0,96.0,80.0,0.0,0.0,955.0,4.0,628.0,1136.0,0.0,0.0,2306.0,24.0,1128.0,28209.0,0.0,0.0
AN,2020-08-16,93.0,4.0,98.0,20.0,0.0,0.0,909.0,8.0,578.0,1126.0,0.0,0.0,2399.0,28.0,1226.0,28229.0,0.0,0.0
AN,2020-08-17,46.0,1.0,99.0,443.0,0.0,0.0,820.0,9.0,616.0,1326.0,0.0,0.0,2445.0,29.0,1325.0,28672.0,0.0,0.0
AN,2020-08-18,84.0,1.0,96.0,265.0,0.0,0.0,765.0,9.0,672.0,1482.0,0.0,0.0,2529.0,30.0,1421.0,28937.0,0.0,0.0
AN,2020-08-19,75.0,0.0,108.0,366.0,0.0,0.0,704.0,9.0,700.0,1559.0,0.0,0.0,2604.0,30.0,1529.0,29303.0,0.0,0.0
AN,2020-08-20,76.0,1.0,109.0,184.0,0.0,0.0,643.0,9.0,714.0,1514.0,0.0,0.0,2680.0,31.0,1638.0,29487.0,0.0,0.0
AN,2020-08-21,67.0,1.0,106.0,86.0,0.0,0.0,561.0,8.0,712.0,1444.0,0.0,0.0,2747.0,32.0,1744.0,29573.0,0.0,0.0
AN,2020-08-22,61.0,0.0,109.0,315.0,0.0,0.0,502.0,8.0,725.0,1679.0,0.0,0.0,2808.0,32.0,1853.0,29888.0,0.0,0.0
AN,2020-08-23,52.0,1.0,110.0,390.0,0.0,0.0,461.0,5.0,737.0,2049.0,0.0,0.0,2860.0,33.0,1963.0,30278.0,0.0,0.0
AN,2020-08-24,44.0,2.0,129.0,235.0,0.0,0.0,459.0,6.0,767.0,1841.0,0.0,0.0,2904.0,35.0,2092.0,30513.0,0.0,0.0
AN,2020-08-25,41.0,2.0,139.0,569.0,0.0,0.0,416.0,7.0,810.0,2145.0,0.0,0.0,2945.0,37.0,2231.0,31082.0,0.0,0.0
AN,2020-08-26,40.0,4.0,78.0,564.0,0.0,0.0,381.0,11.0,780.0,2343.0,0.0,0.0,2985.0,41.0,2309.0,31646.0,0.0,0.0
AN,2020-08-27,33.0,1.0,65.0,184.0,0.0,0.0,338.0,11.0,736.0,2343.0,0.0,0.0,3018.0,42.0,2374.0,31830.0,0.0,0.0
AN,2020-08-28,32.0,0.0,70.0,270.0,0.0,0.0,303.0,10.0,700.0,2527.0,0.0,0.0,3050.0,42.0,2444.0,32100.0,0.0,0.0
AN,2020-08-29,31.0,2.0,75.0,307.0,0.0,0.0,273.0,12.0,666.0,2519.0,0.0,0.0,3081.0,44.0,2519.0,32407.0,0.0,0.0
AN,2020-08-30,23.0,1.0,67.0,267.0,0.0,0.0,244.0,12.0,623.0,2396.0,0.0,0.0,3104.0,45.0,2586.0,32674.0,0.0,0.0
AN,2020-08-31,28.0,1.0,61.0,811.0,0.0,0.0,228.0,11.0,555.0,2972.0,0.0,0.0,3132.0,46.0,2647.0,33485.0,0.0,0.0
AN,2020-09-01,28.0,0.0,67.0,1619.0,0.0,0.0,215.0,9.0,483.0,4022.0,0.0,0.0,3160.0,46.0,2714.0,35104.0,0.0,0.0
AN,2020-09-02,26.0,1.0,44.0,1032.0,0.0,0.0,201.0,6.0,449.0,4490.0,0.0,0.0,3186.0,47.0,2758.0,36136.0,0.0,0.0
AN,2020-09-03,37.0,1.0,65.0,939.0,0.0,0.0,205.0,6.0,449.0,5245.0,0.0,0.0,3223.0,48.0,2823.0,37075.0,0.0,0.0
AN,2020-09-04,34.0,1.0,40.0,750.0,0.0,0.0,207.0,7.0,419.0,5725.0,0.0,0.0,3257.0,49.0,2863.0,37825.0,0.0,0.0
AN,2020-09-05,35.0,1.0,41.0,749.0,0.0,0.0,211.0,6.0,385.0,6167.0,0.0,0.0,3292.0,50.0,2904.0,38574.0,0.0,0.0
