states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
MP,Morena,0,0,0,0,50,1667,0,0,0,0,0,0,0,0,0,0,0,0,2814,112629,0,0,0,0,1/2/2021,0,0,1965137,8236,95,8135,90967,1295658,582833,0
MP,Shajapur,0,0,0,0,43,851,0,0,0,0,0,0,0,0,0,0,0,0,1971,51596,0,0,0,0,1/2/2021,0,0,1512353,6349,74,6273,56805,620316,278912,0
MP,Agar Malwa,0,0,0,0,12,107,0,0,0,0,0,0,0,0,0,0,0,0,965,16911,0,0,0,0,1/2/2021,0,0,0,3303,68,3235,0,424846,128822,0
MP,Alirajpur,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,921,8076,0,0,0,0,1/2/2021,0,0,728677,3505,48,3453,0,369571,114601,0
MP,Mandla,0,0,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,2286,53670,0,0,0,0,1/2/2021,0,0,1053522,5188,25,5159,0,684882,246724,0
MP,Panna,0,0,0,0,144,985,0,0,0,0,0,0,0,0,0,0,0,0,2633,18657,0,0,0,0,1/2/2021,0,0,1016028,7331,63,7250,0,600823,168120,0
MP,Raigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,0,0,0,1,0,0,0,0,0,0
MP,Singrauli,0,0,0,0,43,305,0,0,0,0,0,0,0,0,1,0,0,0,3052,21200,1,0,0,0,1/2/2021,0,0,1178132,8801,82,8706,0,740335,224966,1
MP,Unknown,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,1/2/2021,0,0,0,1416,1493,1632,0,0,0,0
MZ,Aizawl,361,1,365,0,0,0,361,3869,0,0,0,0,0,3869,1996,6,3014,0,443,3740,1996,0,0,0,11/27/2020,0,0,404054,75111,300,71337,0,315706,239593,6226
MZ,Champhai,33,0,40,0,0,0,33,407,0,0,0,0,0,407,299,3,319,0,344,572,299,0,0,0,12/1/2020,0,0,125370,5188,11,4745,0,74122,55251,739
MZ,Hnahthial,1,0,29,0,0,0,1,136,0,0,0,0,0,136,143,0,185,0,0,0,143,0,0,0,12/5/2020,0,0,0,1020,3,857,0,0,0,280
MZ,Khawzawl,2,0,0,0,0,0,2,33,0,0,0,0,0,33,42,0,26,0,0,0,42,0,0,0,12/9/2020,0,0,0,733,0,688,0,0,0,77
MZ,Kolasib,10,0,2,0,0,0,10,165,0,0,0,0,0,165,94,0,154,0,153,738,94,0,0,0,12/13/2020,0,0,83054,7721,30,7561,0,50525,33101,269
MZ,Lawngtlai,14,0,13,0,129,0,14,274,0,0,0,0,0,274,98,1,245,0,2765,1838,98,0,0,0,12/17/2020,0,0,117444,6740,23,6553,0,55877,25870,386
MZ,Lunglei,71,0,36,0,0,0,71,642,0,0,0,0,0,642,662,1,507,0,263,1493,662,0,0,0,12/21/2020,0,0,154094,9842,27,9053,0,95129,73298,1375
MZ,Mamit,19,0,0,0,0,0,19,308,0,0,0,0,0,308,241,5,265,0,228,1322,241,0,0,0,12/25/2020,0,0,85757,4854,12,4448,0,43678,28873,568
MZ,Saiha,0,1,37,0,0,39,0,420,0,0,0,0,0,420,107,5,345,0,68,1116,107,0,0,0,12/29/2020,0,0,56366,5469,14,5304,0,34626,19984,527
MZ,Saitual,3,0,21,0,0,0,3,28,0,0,0,0,0,28,30,0,53,0,0,0,30,0,0,0,1/2/2021,0,0,0,471,2,420,0,0,0,61
MZ,Serchhip,65,0,67,0,0,0,65,488,0,0,0,0,0,488,386,0,572,0,36,431,386,0,0,0,1/6/2021,0,0,64875,4210,10,3646,0,41932,36047,939
NL,Dimapur,3,1,13,0,-1,2,3,74,0,0,0,0,0,74,68,2,73,0,2827,12731,68,0,0,0,11/12/2020,0,0,379769,14684,421,13471,47020,268405,175502,145
NL,Kiphire,0,0,0,0,61,124,0,0,0,0,0,0,0,0,2,0,1,0,116,357,2,0,0,0,11/12/2020,0,0,74033,258,9,246,1002,13017,8141,2
NL,Kohima,4,0,0,0,0,0,4,33,0,0,0,0,0,33,23,0,24,0,509,3038,23,0,0,0,11/12/2020,0,0,270063,9461,123,9095,33986,105758,82602,60
NL,Longleng,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,7,0,26,181,0,0,0,0,11/12/2020,0,0,50593,307,2,286,1193,20577,15446,8
NL,Mokokchung,3,0,2,0,0,0,3,7,0,0,0,0,0,7,23,2,5,0,146,2026,23,0,0,0,11/12/2020,0,0,193171,2333,54,2186,3976,69198,54730,33
NL,Mon,0,0,0,0,20,28,0,0,0,0,0,0,0,0,1,0,0,0,243,1864,1,0,0,0,11/12/2020,0,0,259604,1159,14,1124,12278,70054,48331,1
NL,Peren,0,0,0,0,1,29,0,5,0,0,0,0,0,5,1,0,1,0,189,613,1,0,0,0,11/12/2020,0,0,163294,920,6,897,5717,19956,12514,6
NL,Phek,0,0,0,0,21,168,0,5,0,0,0,0,0,5,4,0,1,0,99,496,4,0,0,0,11/12/2020,0,0,163294,601,18,568,2779,31241,20746,9
NL,Tuensang,1,0,6,0,41,122,1,28,0,0,0,0,0,28,2,1,28,0,106,525,2,0,0,0,11/12/2020,0,0,414801,1094,12,1077,4887,38130,26725,31
NL,Wokha,0,0,0,0,11,232,0,2,0,0,0,0,0,2,6,0,4,0,122,1074,6,0,0,0,11/12/2020,0,0,166239,402,11,361,1390,35138,23577,8
NL,Zunheboto,0,0,0,0,36,106,0,0,0,0,0,0,0,0,0,1,0,0,331,807,0,0,0,0,11/12/2020,0,0,141014,623,15,593,2131,38077,22337,0
OR,Balasore,5,0,14,0,929,519,5,94,0,0,0,0,0,94,67,1,80,0,78274,35314,67,0,0,0,5/17/2020,0,0,2317419,40787,299,40389,9843,1351099,534318,166
OR,Boudh,0,0,0,0,496,1585,0,3,0,0,0,0,0,3,0,0,4,0,7009,16754,0,0,0,0,5/17/2020,0,0,439917,12634,112,12488,496,259325,92297,3
OR,Cuttack,54,0,29,0,2729,1129,54,326,0,0,0,0,0,326,277,1,304,0,75381,45717,277,0,0,0,5/17/2020,0,0,2618708,94631,857,93404,5720,1434524,702278,657
OR,Deogarh,2,0,3,0,1,136,2,4,0,0,0,0,0,4,41,0,10,0,1126,4779,41,0,0,0,5/17/2020,0,0,312164,6553,50,6460,682,223405,63727,47
OR,Gajapati,5,0,0,0,296,1193,5,11,0,0,0,0,0,11,15,0,11,0,4770,10942,15,0,0,0,5/17/2020,0,0,575880,9657,84,9555,715,288963,115535,31
OR,Jharsuguda,3,0,0,0,0,0,3,11,0,0,0,0,0,11,13,0,10,0,7187,14725,13,0,0,0,5/17/2020,0,0,579499,23863,176,23673,1663,399523,189682,27
OR,Kalahandi,2,0,0,0,1476,537,2,5,0,0,0,0,0,5,15,0,1,0,38214,26926,15,0,0,0,5/17/2020,0,0,1573054,24314,210,24082,1458,921185,304778,22
OR,Kandhamal,0,0,0,0,847,529,0,2,0,0,0,0,0,2,0,0,5,0,12881,12319,0,0,0,0,5/17/2020,0,0,731952,11537,83,11453,1516,384009,150737,2
OR,Koraput,1,0,2,0,935,2024,1,23,0,0,0,0,0,23,11,0,20,0,13011,35701,11,0,0,0,5/17/2020,0,0,1376934,19137,78,19044,1401,860773,399063,35
OR,Malkangiri,0,0,3,0,2497,2000,0,2,0,0,0,0,0,2,2,0,4,0,13449,16141,2,0,0,0,5/17/2020,0,0,612727,11667,49,11613,1841,391790,137925,4
OR,Mayurbhanj,19,1,8,0,2985,654,19,129,0,0,0,0,0,129,126,5,93,0,86170,36315,126,0,0,0,5/17/2020,0,0,2513895,40844,286,40416,3307,1222153,413698,274
OR,Nayagarh,2,0,3,0,29,117,2,33,0,0,0,0,0,33,28,1,24,0,7145,22575,28,0,0,0,5/17/2020,0,0,962215,23505,212,23261,1104,593612,222606,63
OR,Nuapada,1,0,3,0,6,58,1,11,0,0,0,0,0,11,36,0,5,0,3391,14721,36,0,0,0,5/17/2020,0,0,606490,22924,84,22803,310,402248,129685,48
OR,Rayagada,6,0,3,0,537,2019,6,14,0,0,0,0,0,14,18,0,16,0,5781,16558,18,0,0,0,5/17/2020,0,0,961959,20224,167,19981,578,549767,184420,38
OR,Sambalpur,13,0,24,0,574,1479,13,62,0,0,0,0,0,62,88,0,113,0,8960,31518,88,0,0,0,5/17/2020,0,0,1044410,31651,240,31315,2007,768989,418110,163
OR,Jajpur,9,0,8,0,2,9,9,76,0,0,0,0,0,76,75,0,73,0,30726,37471,75,0,0,0,8/23/2020,0,0,1826275,43735,172,43461,53956,1087735,383313,160
OR,Jagatsinghpur,9,0,12,0,-2,2,9,72,0,0,0,0,0,72,76,1,78,0,28276,25051,76,0,0,0,9/15/2020,0,0,1136604,27920,316,27510,46648,677675,272499,157
OR,Balangir,0,0,0,0,0,0,0,17,0,0,0,0,0,17,4,0,15,0,20119,39059,4,0,0,0,11/10/2020,0,0,1648574,23397,126,23257,87867,960786,299153,21
OR,Kendrapara,8,0,8,0,1452,1179,8,88,0,0,0,0,0,88,62,1,52,0,28635,34297,62,0,0,0,10/19/2020,0,0,1439891,24860,252,24545,382732,916169,347854,158
OR,Puri,15,1,7,0,2991,6548,15,91,0,0,0,0,0,91,68,1,69,0,25187,40854,68,0,0,0,1/12/2020,0,0,1697983,45431,459,44903,173340,1078666,523160,174
OR,Nabarangapur,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1,0,2,0,13213,18025,1,0,0,0,1/25/2021,0,0,1218762,23549,86,23461,162154,675601,188457,7
OR,Angul,1,0,3,0,9,38,1,18,0,0,0,0,0,18,16,2,20,0,21629,23378,16,0,0,0,1/27/2021,0,0,1271703,43920,393,43506,172873,786278,291800,35
OR,Bhadrak,3,0,7,0,0,17,3,32,0,0,0,0,0,32,44,1,39,0,14511,38206,44,0,0,0,1/31/2021,0,0,1506522,26480,150,26260,258173,1026493,367945,79
OR,Dhenkanal,5,0,0,0,92,104,5,14,0,0,0,0,0,14,25,0,16,0,18302,23327,25,0,0,0,1/31/2021,0,0,1192948,19871,243,19598,179477,738406,282859,44
OR,Ganjam,8,0,2,0,438,1848,8,25,0,0,0,0,0,25,22,0,18,0,27002,112716,22,0,0,0,1/31/2021,0,0,3520151,33849,485,33342,750442,2214981,1698328,55
OR,Kendujhar,1,0,2,0,483,613,1,20,0,0,0,0,0,20,4,2,3,0,25529,46488,4,0,0,0,1/2/2021,0,0,1802777,20980,175,20798,474504,1087285,376311,25
OR,Bargarh,0,0,1,0,169,30,0,18,0,0,0,0,0,18,18,0,16,0,52192,32028,18,0,0,0,1/2/2021,0,0,1478833,31126,335,30762,0,829092,283966,36
OR,Khordha,250,2,243,0,568,1482,250,1704,0,0,0,0,0,1704,1492,8,1654,0,34733,49859,1492,0,0,0,1/2/2021,0,0,2246341,175335,1552,171938,0,2063646,1502538,3446
OR,State Pool,53,0,57,0,0,0,53,407,0,0,0,0,0,407,338,0,401,0,0,0,338,0,0,0,1/2/2021,0,0,0,32048,0,31587,0,0,0,798
OR,Subarnapur,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,3,0,8102,31803,5,0,0,0,1/2/2021,0,0,652107,13187,61,13115,0,418336,192102,10
OR,Sundargarh,13,0,8,0,824,340,13,58,0,0,0,0,0,58,59,0,71,0,19935,22587,59,0,0,0,1/2/2021,0,0,2080664,61841,594,61167,0,1122762,490428,130
PB,Amritsar,4,0,1,0,232,251,4,8,0,0,0,0,0,8,23,2,9,0,23376,18084,23,0,0,0,2/9/2020,0,0,2490891,47379,1598,45757,89227,1263073,446487,35
PB,Faridkot,1,0,1,0,154,241,1,7,0,0,0,0,0,7,7,0,7,0,3048,4201,7,0,0,0,2/9/2020,0,0,618008,13927,315,13602,23635,330654,128653,15
PB,Kapurthala,0,0,0,0,93,174,0,8,0,0,0,0,0,8,2,0,7,0,5387,6146,2,0,0,0,2/9/2020,0,0,817668,17852,556,17294,38658,465285,187476,10
PB,Mansa,0,0,0,0,128,166,0,1,0,0,0,0,0,1,0,0,1,0,5340,4111,0,0,0,0,2/9/2020,0,0,768808,15606,380,15226,26878,372366,89830,1
PB,Pathankot,6,0,1,0,52,278,6,14,0,0,0,0,0,14,20,0,7,0,1762,6090,20,0,0,0,2/9/2020,0,0,626154,18814,419,18373,29112,424889,196822,40
PB,S.A.S. Nagar,3,0,5,0,95,425,3,27,0,0,0,0,0,27,18,0,21,0,4914,9234,18,0,0,0,2/9/2020,0,0,986147,68821,1068,67726,41532,872096,402212,48
PB,Fazilka,1,0,1,0,249,177,1,6,0,0,0,0,0,6,8,0,4,0,8408,5707,8,0,0,0,10/12/2020,0,0,1180483,20271,528,19729,63589,490080,131519,15
PB,Sri Muktsar Sahib,0,0,0,0,91,149,0,0,0,0,0,0,0,0,2,0,0,0,3942,5830,2,0,0,0,12/12/2020,0,0,902702,18784,524,18257,67979,473193,142901,2
PB,Tarn Taran,0,0,0,0,251,127,0,3,0,0,0,0,0,3,0,0,3,0,8846,8145,0,0,0,0,12/18/2020,0,0,1120070,8043,380,7659,111446,597303,178839,3
PB,Sangrur,1,0,1,0,219,157,1,3,0,0,0,0,0,3,3,0,3,0,13224,9058,3,0,0,0,12/19/2020,0,0,1654408,15762,875,14884,166332,730511,218820,7
PB,Barnala,0,0,0,0,629,291,0,2,0,0,0,0,0,2,2,0,0,0,9552,5253,2,0,0,0,12/20/2020,0,0,596294,5950,244,5696,63447,328464,104197,4
PB,Bathinda,1,0,0,0,110,182,1,10,0,0,0,0,0,10,15,0,8,0,8246,6940,15,0,0,0,12/20/2020,0,0,1388859,41728,1042,40668,118489,623604,202311,26
PB,Fatehgarh Sahib,0,0,0,0,9,17,0,2,0,0,0,0,0,2,2,1,1,0,2513,4804,2,0,0,0,12/20/2020,0,0,599814,8876,335,8538,68436,354921,135247,4
PB,Ferozepur,4,0,3,0,130,73,4,6,0,0,0,0,0,6,13,0,9,0,4483,4723,13,0,0,0,12/20/2020,0,0,2026831,14347,504,13832,74880,476343,128043,23
PB,Gurdaspur,0,0,0,0,459,351,0,1,0,0,0,0,0,1,3,1,3,0,18212,26825,3,0,0,0,12/20/2020,0,0,2299026,22381,801,21576,249039,862133,415351,4
PB,Hoshiarpur,2,1,2,0,87,211,2,12,0,0,0,0,0,12,10,2,12,0,6567,17487,10,0,0,0,12/20/2020,0,0,1582793,30822,986,29828,221261,1000636,574716,24
PB,Jalandhar,1,0,1,0,167,507,1,14,0,0,0,0,0,14,20,1,12,0,13877,22309,20,0,0,0,12/20/2020,0,0,2181753,63396,1496,61864,443735,1433553,681370,35
PB,Ludhiana,0,0,4,0,327,276,0,15,0,0,0,0,0,15,16,1,24,0,41184,30055,16,0,0,0,12/20/2020,0,0,3487882,87608,2106,85484,514691,2473646,943401,31
PB,Moga,0,0,0,0,9,7,0,2,0,0,0,0,0,2,1,0,8,0,5076,6757,1,0,0,0,12/20/2020,0,0,992289,8675,233,8440,77307,541556,178908,3
PB,Patiala,0,0,2,0,239,526,0,12,0,0,0,0,0,12,6,0,15,0,7659,10721,6,0,0,0,12/20/2020,0,0,2892282,48927,1358,47561,273344,1051467,396473,18
PB,Rupnagar,2,0,3,0,88,202,2,3,0,0,0,0,0,3,20,0,7,0,1965,5708,20,0,0,0,12/20/2020,0,0,683349,12963,423,12517,97745,384637,182919,25
PB,Shahid Bhagat Singh Nagar,0,0,0,0,54,78,0,3,0,0,0,0,0,3,1,0,1,0,2473,4917,1,0,0,0,12/20/2020,0,0,614362,11469,388,11080,77715,392113,172294,4
PY,Karaikal,6,0,9,0,2,22,6,69,0,0,0,0,0,69,53,0,63,0,763,2980,53,0,0,0,1/27/2021,0,0,200222,16488,250,16150,73142,111152,57491,128
PY,Mahe,10,0,10,0,0,0,10,44,0,0,0,0,0,44,58,0,46,0,109,1003,58,0,0,0,1/27/2021,0,0,41816,5867,47,5744,42415,34018,25943,112
PY,Puducherry,22,0,25,0,159,477,22,218,0,0,0,0,0,218,163,0,202,0,7191,15005,163,0,0,0,1/27/2021,0,0,950289,98885,1453,97171,425639,558708,305464,403
PY,Yanam,0,0,1,0,8,31,0,12,0,0,0,0,0,12,4,0,4,0,259,1082,4,0,0,0,1/27/2021,0,0,55626,6773,107,6661,26727,30079,15489,16
RJ,Ajmer,0,0,0,0,110,1101,0,5,0,0,0,0,0,5,6,0,8,0,9133,56199,6,0,0,0,1/2/2021,0,0,2584913,37769,410,37352,261215,1752308,1042482,11
RJ,Alwar,0,0,0,0,376,1002,0,0,0,0,0,0,0,0,0,0,0,0,21681,29417,0,0,0,0,1/2/2021,0,0,3671999,59694,307,59387,291879,2237787,1029095,0
RJ,Banswara,0,0,0,0,986,1105,0,0,0,0,0,0,0,0,0,0,0,0,10612,22206,0,0,0,0,1/2/2021,0,0,1798194,10005,104,9901,48781,1024293,525793,0
RJ,Baran,0,0,0,0,44,212,0,0,0,0,0,0,0,0,1,0,0,0,6599,15157,1,0,0,0,1/2/2021,0,0,1223921,11996,61,11934,46168,763006,297741,1
RJ,Barmer,0,0,0,0,64,247,0,0,0,0,0,0,0,0,1,0,0,0,5670,16673,1,0,0,0,1/2/2021,0,0,2604453,15563,185,15377,113868,1455732,621465,1
RJ,Bharatpur,0,0,0,0,59,176,0,0,0,0,0,0,0,0,0,0,0,0,10069,22595,0,0,0,0,1/2/2021,0,0,2549121,19601,260,19341,201441,1351114,590401,0
RJ,Bhilwara,0,0,0,0,161,1752,0,0,0,0,0,0,0,0,0,0,0,0,5405,26146,0,0,0,0,1/2/2021,0,0,2410459,29781,156,29625,148764,1525323,723691,0
RJ,Bikaner,0,0,1,0,76,275,0,7,0,0,0,0,0,7,2,0,1,0,6565,17712,2,0,0,0,1/2/2021,0,0,2367745,40339,545,39792,278302,1461174,714590,9
RJ,Bundi,0,0,0,0,424,1216,0,0,0,0,0,0,0,0,0,0,0,0,12488,24243,0,0,0,0,1/2/2021,0,0,1113725,7967,48,7919,58167,709316,362835,0
RJ,Chittorgarh,0,0,0,0,21,43,0,0,0,0,0,0,0,0,0,0,0,0,6118,29167,0,0,0,0,1/2/2021,0,0,1544392,19809,139,19670,116002,978713,482350,0
RJ,Churu,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,5483,26038,0,0,0,0,1/2/2021,0,0,2041172,16720,107,16613,131700,1301558,582443,0
RJ,Dausa,0,0,0,0,182,1072,0,0,0,0,0,0,0,0,0,0,0,0,5627,29672,0,0,0,0,1/2/2021,0,0,1637226,13351,62,13289,61680,941513,395584,0
RJ,Dholpur,0,0,1,0,45,83,0,1,0,0,0,0,0,1,0,0,2,0,4270,11868,0,0,0,0,1/2/2021,0,0,1207293,11010,48,10962,121308,660103,279501,1
RJ,Dungarpur,0,0,0,0,90,246,0,0,0,0,0,0,0,0,0,0,0,0,6673,19241,0,0,0,0,1/2/2021,0,0,1388906,18407,131,18276,121917,737200,349762,0
RJ,Ganganagar,0,0,0,0,749,1957,0,0,0,0,0,0,0,0,1,0,0,0,11153,29478,1,0,0,0,1/2/2021,0,0,1969520,19354,150,19203,80706,1278952,525137,1
RJ,Hanumangarh,0,0,0,0,72,478,0,0,0,0,0,0,0,0,0,0,0,0,5057,30733,0,0,0,0,1/2/2021,0,0,1779650,16053,111,15942,82542,1230511,588688,0
RJ,Jaipur,2,0,0,0,570,1871,2,9,0,0,0,0,0,9,16,0,9,0,24518,63582,16,0,0,0,1/2/2021,0,0,6663971,187804,1970,185816,968783,4582410,2189042,27
RJ,Jaisalmer,0,0,0,0,199,474,0,0,0,0,0,0,0,0,0,0,0,0,2951,9700,0,0,0,0,1/2/2021,0,0,672008,13639,66,13573,80082,416014,194163,0
RJ,Jalore,0,0,0,0,309,738,0,0,0,0,0,0,0,0,0,0,0,0,9304,26896,0,0,0,0,1/2/2021,0,0,1830151,10067,72,9995,184172,987519,393953,0
RJ,Jhalawar,0,0,0,0,359,2133,0,1,0,0,0,0,0,1,0,0,0,0,2527,16443,0,0,0,0,1/2/2021,0,0,1411327,13612,187,13425,97163,922646,363082,1
RJ,Jhunjhunu,0,0,0,0,267,1682,0,0,0,0,0,0,0,0,0,0,0,0,7946,42099,0,0,0,0,1/2/2021,0,0,2139658,14811,158,14653,123433,1449967,787196,0
RJ,Jodhpur,0,0,0,0,26,93,0,2,0,0,0,0,0,2,0,0,3,0,7707,22507,0,0,0,0,1/2/2021,0,0,3685681,112412,1103,111308,600959,2263325,1036743,2
RJ,Karauli,0,0,0,0,1578,993,0,0,0,0,0,0,0,0,0,0,0,0,19063,20813,0,0,0,0,1/2/2021,0,0,1458459,7156,70,7086,64481,813922,395700,0
RJ,Kota,0,0,0,0,170,2306,0,0,0,0,0,0,0,0,0,0,0,0,2612,26626,0,0,0,0,1/2/2021,0,0,1950491,57053,449,56603,355509,1269245,655588,0
RJ,Nagaur,0,0,0,0,636,3335,0,0,0,0,0,0,0,0,0,0,0,0,6806,36157,0,0,0,0,1/2/2021,0,0,3309234,17737,177,17560,229822,2077555,1016874,0
RJ,Pali,0,0,0,0,704,3089,0,1,0,0,0,0,0,1,0,0,1,0,7082,26853,0,0,0,0,1/2/2021,0,0,2038533,27324,287,27037,179463,1200554,513058,1
RJ,Pratapgarh,0,0,0,0,39,298,0,0,0,0,0,0,0,0,0,0,0,0,1130,25717,0,0,0,0,1/2/2021,0,0,868231,7143,63,7080,52208,655140,345189,0
RJ,Rajsamand,0,0,0,0,345,988,0,0,0,0,0,0,0,0,0,0,0,0,4092,14945,0,0,0,0,1/2/2021,0,0,1158283,17044,169,16875,91975,691497,299553,0
RJ,Sawai Madhopur,0,0,0,0,268,844,0,2,0,0,0,0,0,2,0,0,2,0,8475,18843,0,0,0,0,1/2/2021,0,0,1338114,10618,61,10557,84683,756544,347992,2
RJ,Sikar,0,0,0,0,39,130,0,0,0,0,0,0,0,0,0,0,0,0,4520,20308,0,0,0,0,1/2/2021,0,0,2677737,30618,335,30283,165042,1838263,821713,0
RJ,Sirohi,0,0,0,0,480,589,0,0,0,0,0,0,0,0,0,0,0,0,9007,15482,0,0,0,0,1/2/2021,0,0,1037185,13732,79,13653,84616,610090,348789,0
RJ,Tonk,0,0,0,0,48,268,0,0,0,0,0,0,0,0,0,0,0,0,2623,16223,0,0,0,0,1/2/2021,0,0,1421711,9498,92,9406,74225,884688,419023,0
RJ,Udaipur,0,0,0,0,1169,2727,0,3,0,0,0,0,0,3,0,0,0,0,16803,51655,0,0,0,0,1/2/2021,0,0,3067549,56405,753,55652,251522,1715072,854773,3
RJ,BSF Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,0,0,0,85,0,85,0,0,0,0
RJ,Evacuees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,0,0,0,61,0,61,0,0,0,0
RJ,Italians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,0,0,0,2,0,2,0,0,0,0
SK,East Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,10519,0,0,0,0,12/17/2020,0,0,281293,0,0,0,0,263526,229361,0
SK,North Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,447,0,0,0,0,12/24/2020,0,0,43354,0,0,0,0,33137,27820,0
SK,South Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2223,0,0,0,0,12/31/2020,0,0,146742,0,0,0,0,121481,105432,0
SK,Unknown,21,1,8,0,0,0,21,82,0,0,0,0,0,82,79,2,76,0,0,0,79,0,0,0,1/7/2021,0,0,0,31979,396,31063,0,0,0,182
SK,West Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,855,0,0,0,0,1/14/2021,0,0,136299,0,0,0,0,103619,88896,0
TG,Adilabad,0,0,0,0,165,138,0,0,0,0,0,0,0,0,0,0,0,0,11894,12694,0,0,0,0,11/27/2020,0,0,708952,0,0,0,0,376263,89337,0
TG,Bhadradri Kothagudem,0,0,0,0,1570,1314,0,0,0,0,0,0,0,0,0,0,0,0,30988,31905,0,0,0,0,11/27/2020,0,0,1304811,0,0,0,0,599183,204318,0
TG,Hyderabad,0,0,0,0,3334,5427,0,0,0,0,0,0,0,0,0,0,0,0,48855,123025,0,0,0,0,11/27/2020,0,0,3441992,0,0,0,0,3150245,1893217,0
TG,Jagtial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50253,17153,0,0,0,0,11/27/2020,0,0,983414,0,0,0,0,580926,190526,0
TG,Jangaon,0,0,0,0,2637,363,0,0,0,0,0,0,0,0,0,0,0,0,20821,11508,0,0,0,0,11/27/2020,0,0,582457,0,0,0,0,327527,128207,0
TG,Jayashankar Bhupalapally,0,0,0,0,125,262,0,0,0,0,0,0,0,0,0,0,0,0,4191,23712,0,0,0,0,11/27/2020,0,0,712257,0,0,0,0,262313,127108,0
TG,Jogulamba Gadwal,0,0,0,0,496,253,0,0,0,0,0,0,0,0,0,0,0,0,23908,6281,0,0,0,0,11/27/2020,0,0,664971,0,0,0,0,306919,59886,0
TG,Kamareddy,0,0,0,0,320,78,0,0,0,0,0,0,0,0,0,0,0,0,14692,16918,0,0,0,0,11/27/2020,0,0,972625,0,0,0,0,557684,183176,0
TG,Karimnagar,0,0,0,0,65,486,0,0,0,0,0,0,0,0,0,0,0,0,12731,45384,0,0,0,0,11/27/2020,0,0,1016063,0,0,0,0,657167,384862,0
TG,Khammam,0,0,0,0,789,1134,0,0,0,0,0,0,0,0,0,0,0,0,41893,68994,0,0,0,0,11/27/2020,0,0,1401639,0,0,0,0,856707,333812,0
TG,Komaram Bheem,0,0,0,0,569,136,0,0,0,0,0,0,0,0,0,0,0,0,17465,4048,0,0,0,0,12/5/2020,0,0,515835,0,0,0,0,275644,51593,0
TG,Mahabubabad,0,0,0,0,3715,1107,0,0,0,0,0,0,0,0,0,0,0,0,36700,27419,0,0,0,0,12/13/2020,0,0,1318110,0,0,0,0,468199,172007,0
TG,Mahabubnagar,0,0,0,0,609,184,0,0,0,0,0,0,0,0,0,0,0,0,32811,19635,0,0,0,0,12/21/2020,0,0,0,0,0,0,0,482547,150640,0
TG,Mancherial,0,0,0,0,65,27,0,0,0,0,0,0,0,0,0,0,0,0,22489,15600,0,0,0,0,12/29/2020,0,0,807037,0,0,0,0,480069,170258,0
TG,Medak,0,0,0,0,704,589,0,0,0,0,0,0,0,0,0,0,0,0,34422,25162,0,0,0,0,1/6/2021,0,0,767428,0,0,0,0,458648,140778,0
TG,Medchal Malkajgiri,0,0,0,0,5804,8370,0,0,0,0,0,0,0,0,0,0,0,0,54568,93893,0,0,0,0,1/14/2021,0,0,2542203,0,0,0,0,2149958,1317832,0
TG,Mulugu,0,0,0,0,71,85,0,0,0,0,0,0,0,0,0,0,0,0,4190,10660,0,0,0,0,1/22/2021,0,0,294671,0,0,0,0,186104,76648,0
TG,Nagarkurnool,0,0,0,0,730,18,0,0,0,0,0,0,0,0,0,0,0,0,30265,5469,0,0,0,0,1/30/2021,0,0,893308,0,0,0,0,464888,106589,0
